PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
93352 yugm2     20   0 1539720  58888   4092 S   5.9   1.6   0:00.01 wrk
93352 yugm2     20   0 1539720  60952   4092 S 138.1   1.6   0:01.17 wrk
93352 yugm2     20   0 1539720  64276   4092 S  70.6   1.7   0:02.52 wrk
93352 yugm2     20   0 1539720  66124   4092 S 133.3   1.8   0:04.45 wrk
93352 yugm2     20   0 1539720  67972   4092 S 177.3   1.8   0:06.49 wrk
93352 yugm2     20   0 1539720  70084   4092 S 142.9   1.9   0:08.96 wrk
93352 yugm2     20   0 1539720  72196   4092 S 140.0   1.9   0:11.03 wrk
93352 yugm2     20   0 1539720  74836   4092 S 138.9   2.0   0:12.92 wrk
93352 yugm2     20   0 1539720  79232   4092 S 126.3   2.1   0:14.81 wrk
93352 yugm2     20   0 1539720  80816   4092 S 115.8   2.2   0:16.63 wrk
93352 yugm2     20   0 1539720  82104   4092 S 127.8   2.2   0:18.40 wrk
93352 yugm2     20   0 1539720  84744   4092 S 131.6   2.3   0:20.23 wrk
93352 yugm2     20   0 1539720  85536   4092 S 133.3   2.3   0:21.97 wrk
93352 yugm2     20   0 1539720  86592   4092 S 127.8   2.3   0:23.65 wrk
93352 yugm2     20   0 1539720  88440   4092 S 105.3   2.4   0:25.33 wrk
93352 yugm2     20   0 1539720  90288   4092 S 111.1   2.4   0:27.01 wrk
93352 yugm2     20   0 1539720  90288   4092 S 122.2   2.4   0:28.68 wrk
93352 yugm2     20   0 1539720  90288   4092 S 100.0   2.4   0:30.02 wrk
93352 yugm2     20   0 1539720  90288   4092 S 122.2   2.4   0:32.01 wrk
93352 yugm2     20   0 1539720  90288   4092 S 116.7   2.4   0:33.68 wrk
93352 yugm2     20   0 1539720  90288   4092 S 116.7   2.4   0:35.33 wrk
93352 yugm2     20   0 1539720  90288   4092 S 123.5   2.4   0:36.93 wrk
