PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
03060 yugm2     20   0 1539720  57036   4284 S  41.2   1.5   0:00.07 wrk
03060 yugm2     20   0 1539720  60392   4284 S 145.0   1.6   0:01.74 wrk
03060 yugm2     20   0 1539720  63744   4284 S 110.5   1.7   0:03.76 wrk
03060 yugm2     20   0 1539720  65592   4284 S 131.6   1.8   0:05.76 wrk
03060 yugm2     20   0 1539720  67968   4284 S 140.0   1.8   0:07.80 wrk
03060 yugm2     20   0 1539720  69024   4284 S 142.1   1.8   0:09.77 wrk
03060 yugm2     20   0 1539720  71136   4284 S 126.3   1.9   0:11.70 wrk
03060 yugm2     20   0 1539720  72984   4284 S 133.3   2.0   0:13.60 wrk
03060 yugm2     20   0 1539720  76616   4284 S 144.4   2.0   0:15.44 wrk
03060 yugm2     20   0 1539720  77936   4284 S 115.8   2.1   0:17.23 wrk
03060 yugm2     20   0 1539720  80300   4284 S 133.3   2.1   0:19.00 wrk
03060 yugm2     20   0 1539720  81356   4284 S 115.8   2.2   0:20.77 wrk
03060 yugm2     20   0 1539720  83204   4284 S 127.8   2.2   0:22.53 wrk
03060 yugm2     20   0 1539720  83996   4284 S 133.3   2.2   0:24.30 wrk
03060 yugm2     20   0 1539720  85844   4284 S 115.8   2.3   0:26.02 wrk
03060 yugm2     20   0 1539720  86372   4284 S 122.2   2.3   0:27.69 wrk
03060 yugm2     20   0 1539720  86372   4284 S 122.2   2.3   0:29.33 wrk
03060 yugm2     20   0 1539720  86372   4284 S 122.2   2.3   0:31.05 wrk
03060 yugm2     20   0 1539720  86372   4284 S 116.7   2.3   0:32.74 wrk
03060 yugm2     20   0 1539720  86372   4284 S 110.5   2.3   0:34.40 wrk
03060 yugm2     20   0 1539720  86372   4284 S 116.7   2.3   0:36.01 wrk
03060 yugm2     20   0 1539720  86372   4284 S 116.7   2.3   0:37.66 wrk
03060 yugm2     20   0 1539720  86372   4284 S 115.8   2.3   0:39.24 wrk
