PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
88884 yugm2     20   0  472988  55724   4020 S  12.5   1.5   0:00.02 wrk
88884 yugm2     20   0  472988  55724   4020 S  88.2   1.5   0:00.29 wrk
88884 yugm2     20   0  472988  55884   4020 S  94.1   1.5   0:01.41 wrk
88884 yugm2     20   0  472988  56148   4020 S  88.2   1.5   0:02.56 wrk
88884 yugm2     20   0  472988  56148   4020 S  88.2   1.5   0:03.81 wrk
88884 yugm2     20   0  472988  56148   4020 S  88.2   1.5   0:04.97 wrk
88884 yugm2     20   0  472988  56148   4020 S  94.1   1.5   0:06.16 wrk
88884 yugm2     20   0  472988  56412   4020 S  82.4   1.5   0:07.37 wrk
88884 yugm2     20   0  472988  56632   4020 S  82.4   1.5   0:08.54 wrk
88884 yugm2     20   0  472988  56632   4020 S  88.2   1.5   0:09.70 wrk
88884 yugm2     20   0  472988  56632   4020 S  94.1   1.5   0:10.88 wrk
88884 yugm2     20   0  472988  56632   4020 S  83.3   1.5   0:12.05 wrk
88884 yugm2     20   0  472988  56632   4020 S  88.2   1.5   0:13.19 wrk
88884 yugm2     20   0  472988  56896   4020 S  93.8   1.5   0:14.30 wrk
88884 yugm2     20   0  472988  56896   4020 S 100.0   1.5   0:15.44 wrk
88884 yugm2     20   0  472988  56896   4020 S  88.2   1.5   0:16.59 wrk
88884 yugm2     20   0  472988  56896   4020 S  94.1   1.5   0:17.74 wrk
88884 yugm2     20   0  472988  56896   4020 S  88.2   1.5   0:18.94 wrk
88884 yugm2     20   0  472988  56896   4020 S  83.3   1.5   0:20.11 wrk
88884 yugm2     20   0  472988  56896   4020 S  94.1   1.5   0:21.30 wrk
88884 yugm2     20   0  472988  56896   4020 S  88.2   1.5   0:22.33 wrk
88884 yugm2     20   0  472988  56896   4020 S  88.2   1.5   0:23.49 wrk
88884 yugm2     20   0  472988  56896   4020 S  94.1   1.5   0:24.65 wrk
88884 yugm2     20   0  472988  56896   4020 S  88.2   1.5   0:25.81 wrk
