PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
59116 yugm2     20   0  346652   4732   4228 S   0.0   0.1   0:00.00 wrk
59116 yugm2     20   0 1350688 251540   4228 S 118.8   6.7   0:00.24 wrk
59116 yugm2     20   0 1350688 253664   4228 S 146.7   6.8   0:02.05 wrk
59116 yugm2     20   0 1350688 253664   4228 S 131.2   6.8   0:03.92 wrk
59116 yugm2     20   0 1350688 253664   4228 S 125.0   6.8   0:05.58 wrk
59116 yugm2     20   0 1350688 253928   4228 S 118.8   6.8   0:07.24 wrk
59116 yugm2     20   0 1350688 253928   4228 S 131.2   6.8   0:08.99 wrk
59116 yugm2     20   0 1350688 253928   4228 S 123.5   6.8   0:10.74 wrk
59116 yugm2     20   0 1350688 256148   4228 S 112.5   6.8   0:12.19 wrk
59116 yugm2     20   0 1350688 256148   4228 S 118.8   6.8   0:13.80 wrk
59116 yugm2     20   0 1350688 256148   4228 S 143.8   6.8   0:15.55 wrk
59116 yugm2     20   0 1350688 256148   4228 S 131.2   6.8   0:17.36 wrk
59116 yugm2     20   0 1350688 256148   4228 S 125.0   6.8   0:18.98 wrk
59116 yugm2     20   0 1350688 256148   4228 S 125.0   6.8   0:20.60 wrk
59116 yugm2     20   0 1350688 256148   4228 S 131.2   6.8   0:22.15 wrk
59116 yugm2     20   0 1350688 258252   4228 S 131.2   6.9   0:23.88 wrk
59116 yugm2     20   0 1350688 258252   4228 S 117.6   6.9   0:25.58 wrk
59116 yugm2     20   0 1350688 258508   4228 S 118.8   6.9   0:27.20 wrk
59116 yugm2     20   0 1350688 258772   4228 S 112.5   6.9   0:28.76 wrk
59116 yugm2     20   0 1350688 258772   4228 S 118.8   6.9   0:30.32 wrk
59116 yugm2     20   0 1350688 258772   4228 S 111.8   6.9   0:31.95 wrk
59116 yugm2     20   0 1350688 258772   4228 S 111.8   6.9   0:33.55 wrk
59116 yugm2     20   0 1350688 258772   4228 S 133.3   6.9   0:35.18 wrk
59116 yugm2     20   0 1350688 258772   4228 S 118.8   6.9   0:36.84 wrk
