PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
61419 yugm2     20   0  446980  29264   4184 S   0.0   0.8   0:00.00 wrk
61419 yugm2     20   0  446980  29264   4184 S  76.5   0.8   0:00.23 wrk
61419 yugm2     20   0  446980  29476   4184 S  82.4   0.8   0:01.24 wrk
61419 yugm2     20   0  446980  29740   4184 S  87.5   0.8   0:02.30 wrk
61419 yugm2     20   0  446980  30004   4184 S  82.4   0.8   0:03.37 wrk
61419 yugm2     20   0  446980  30268   4184 S  93.8   0.8   0:04.47 wrk
61419 yugm2     20   0  446980  30532   4184 S  87.5   0.8   0:05.56 wrk
61419 yugm2     20   0  446980  30796   4184 S  70.6   0.8   0:06.62 wrk
61419 yugm2     20   0  446980  31020   4184 S  82.4   0.8   0:07.68 wrk
61419 yugm2     20   0  446980  31020   4184 S  93.8   0.8   0:08.78 wrk
61419 yugm2     20   0  446980  31020   4184 S  62.5   0.8   0:09.59 wrk
61419 yugm2     20   0  446980  31020   4184 S  81.2   0.8   0:10.52 wrk
61419 yugm2     20   0  446980  31020   4184 S  82.4   0.8   0:11.60 wrk
61419 yugm2     20   0  446980  31020   4184 S  76.5   0.8   0:12.68 wrk
61419 yugm2     20   0  446980  31020   4184 S  82.4   0.8   0:13.78 wrk
61419 yugm2     20   0  446980  31020   4184 S  76.5   0.8   0:14.86 wrk
61419 yugm2     20   0  446980  31020   4184 S  88.2   0.8   0:15.94 wrk
61419 yugm2     20   0  446980  31020   4184 S  81.2   0.8   0:17.03 wrk
61419 yugm2     20   0  446980  31020   4184 S  82.4   0.8   0:18.09 wrk
61419 yugm2     20   0  446980  31020   4184 S  88.2   0.8   0:19.18 wrk
61419 yugm2     20   0  446980  31020   4184 S  82.4   0.8   0:20.28 wrk
61419 yugm2     20   0  446980  31020   4184 S  93.8   0.8   0:21.37 wrk
61419 yugm2     20   0  446980  31020   4184 S  88.2   0.8   0:22.49 wrk
61419 yugm2     20   0  446980  31020   4184 S  82.4   0.8   0:23.59 wrk
