PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
83301 yugm2     20   0 1505672   9780   4132 S  41.2   0.3   0:00.07 wrk
83301 yugm2     20   0 1505672  14464   4132 S 100.0   0.4   0:01.39 wrk
83301 yugm2     20   0 1505672  18688   4132 S  88.9   0.5   0:02.66 wrk
83301 yugm2     20   0 1505672  23176   4132 S 105.9   0.6   0:03.94 wrk
83301 yugm2     20   0 1505672  27664   4132 S  94.1   0.7   0:05.21 wrk
83301 yugm2     20   0 1505672  31888   4132 S 100.0   0.9   0:06.47 wrk
83301 yugm2     20   0 1505672  32152   4132 S 100.0   0.9   0:07.77 wrk
83301 yugm2     20   0 1505672  36640   4132 S  94.1   1.0   0:09.05 wrk
83301 yugm2     20   0 1505672  41128   4132 S  94.1   1.1   0:10.35 wrk
83301 yugm2     20   0 1505672  41128   4132 S 100.0   1.1   0:11.63 wrk
83301 yugm2     20   0 1505672  41128   4132 S  94.1   1.1   0:12.90 wrk
83301 yugm2     20   0 1505672  41128   4132 S  94.4   1.1   0:14.20 wrk
83301 yugm2     20   0 1505672  41128   4132 S  94.4   1.1   0:15.50 wrk
83301 yugm2     20   0 1505672  41128   4132 S  94.1   1.1   0:16.77 wrk
83301 yugm2     20   0 1505672  41128   4132 S 100.0   1.1   0:18.02 wrk
83301 yugm2     20   0 1505672  41128   4132 S 106.2   1.1   0:19.31 wrk
83301 yugm2     20   0 1505672  41128   4132 S  94.1   1.1   0:20.59 wrk
83301 yugm2     20   0 1505672  41128   4132 S  94.1   1.1   0:21.85 wrk
83301 yugm2     20   0 1505672  41128   4132 S 105.9   1.1   0:23.14 wrk
83301 yugm2     20   0 1505672  41128   4132 S  94.1   1.1   0:24.41 wrk
83301 yugm2     20   0 1505672  41128   4132 S  88.9   1.1   0:25.67 wrk
83301 yugm2     20   0 1505672  41128   4132 S  94.1   1.1   0:26.95 wrk
83301 yugm2     20   0 1505672  41128   4132 S 100.0   1.1   0:28.25 wrk
83301 yugm2     20   0 1505672  41128   4132 S 106.2   1.1   0:29.52 wrk
