PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
86797 yugm2     20   0 1505672   5724   4164 S   0.0   0.2   0:00.00 wrk
86797 yugm2     20   0 1505672  10144   4164 S 100.0   0.3   0:01.37 wrk
86797 yugm2     20   0 1505672  14632   4164 S 100.0   0.4   0:02.72 wrk
86797 yugm2     20   0 1505672  19120   4164 S 105.9   0.5   0:04.08 wrk
86797 yugm2     20   0 1505672  23608   4164 S  94.1   0.6   0:05.42 wrk
86797 yugm2     20   0 1505672  23872   4164 S  94.4   0.6   0:06.76 wrk
86797 yugm2     20   0 1505672  28096   4164 S 111.8   0.8   0:08.12 wrk
86797 yugm2     20   0 1505672  32584   4164 S 100.0   0.9   0:09.49 wrk
86797 yugm2     20   0 1505672  37072   4164 S 105.9   1.0   0:10.82 wrk
86797 yugm2     20   0 1505672  37072   4164 S 100.0   1.0   0:12.13 wrk
86797 yugm2     20   0 1505672  37072   4164 S 105.9   1.0   0:13.49 wrk
86797 yugm2     20   0 1505672  37072   4164 S 100.0   1.0   0:14.83 wrk
86797 yugm2     20   0 1505672  37072   4164 S 100.0   1.0   0:16.17 wrk
86797 yugm2     20   0 1505672  37072   4164 S 100.0   1.0   0:17.51 wrk
86797 yugm2     20   0 1505672  37072   4164 S 100.0   1.0   0:18.88 wrk
86797 yugm2     20   0 1505672  37072   4164 S 105.9   1.0   0:20.22 wrk
86797 yugm2     20   0 1505672  37072   4164 S 105.9   1.0   0:21.56 wrk
86797 yugm2     20   0 1505672  37072   4164 S 105.9   1.0   0:22.91 wrk
86797 yugm2     20   0 1505672  37072   4164 S 100.0   1.0   0:24.24 wrk
86797 yugm2     20   0 1505672  37072   4164 S 105.9   1.0   0:25.59 wrk
86797 yugm2     20   0 1505672  37072   4164 S 105.9   1.0   0:26.93 wrk
86797 yugm2     20   0 1505672  37072   4164 S  94.4   1.0   0:28.27 wrk
86797 yugm2     20   0 1505672  37072   4164 S 105.9   1.0   0:29.62 wrk
86797 yugm2     20   0 1505672  37072   4164 S 100.0   1.0   0:30.98 wrk
